STRNBR,addr:street,APN,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE,@lat,@lon,Total Taxable Value
475,Vassar Avenue,062 294601100,nan,VASSAR AVE,nan,nan,2736,37.902665,-122.2711829,115266.0
1708,Martin Luther King Jr Way,058 216704500,nan,M L KING JR WAY,2,nan,422,37.8757113,-122.2736314,209508.0
1690,Shattuck Avenue,058 217400602,nan,SHATTUCK AVE,nan,nan,10896,37.876709,-122.269107,1478736.0
371,Vassar Avenue,062 294603300,nan,VASSAR AVE,nan,nan,1834,37.9048013,-122.2733778,167097.0
2021,Hearst Avenue,057 205003800,nan,HEARST AVE,B,nan,1747,37.8738702,-122.2700074,535144.0
2296,Virginia Street,058 218200500,nan,VIRGINIA ST,nan,nan,3034,37.8775059,-122.2645,1968779.0
2302,California Street,055 191300500,nan,CALIFORNIA ST,nan,nan,1319,37.8658585,-122.2795518,667206.0
1317,Santa Fe Avenue,060 239208300,nan,SANTA FE AVE,nan,nan,2340,37.8807923,-122.2909484,1047808.0
74,Poppy Lane,063 297600900,nan,POPPY LN,nan,nan,1773,37.892845,-122.2613705,99889.0
2301,Vine Street,059 225303402,nan,VINE ST,nan,nan,15021,37.8811426,-122.2646223,3862980.0
1401,Hearst Avenue,057 207702100,nan,HEARST AVE,nan,nan,1056,37.8716791,-122.2844114,349141.0
921,Contra Costa Avenue,061 257604700,nan,CONTRA COSTA AVE,nan,nan,1680,37.8911084,-122.2753922,162175.0
1012,Allston Way,056 197500300,nan,ALLSTON WAY,nan,nan,2342,37.865864,-122.2929877,311680.0
920,Indian Rock Avenue,061 257901400,nan,INDIAN ROCK AVE,nan,nan,2933,37.8927216,-122.272949,721294.0
255,Alvarado Road,064 422800200,nan,ALVARADO RD,nan,nan,2840,37.8572573,-122.2368727,183799.0
3057,Hillegass Avenue,052 156102100,nan,HILLEGASS AVE,nan,nan,2577,37.8538431,-122.2545937,2885567.0
2406,Sixth Street,056 194300700,nan,SIXTH ST,nan,nan,816,37.861411,-122.2957952,20158.0
741,Woodhaven Road,063 312002802,nan,WOODHAVEN RD,nan,nan,2123,37.8985456,-122.2583629,473941.0
1318,Bancroft Way,056 192300100,nan,BANCROFT WAY,nan,nan,1371,37.8651972,-122.2851515,227422.0
2641,Webster Street,052 157310800,nan,WEBSTER ST,1,nan,630,37.8562048,-122.2533541,429685.0
2328,Ninth Street,056 193701100,nan,NINTH ST,nan,nan,1740,37.8630486,-122.2929627,136916.0
807,San Diego Road,061 258003200,nan,SAN DIEGO RD,nan,nan,1271,37.8946196,-122.2718664,431798.0
1715,Stuart Street,054 172901600,nan,STUART ST,nan,nan,2286,37.8577674,-122.2747667,591056.0
2900,Shasta Road,063 299200100,nan,SHASTA RD,nan,nan,2140,37.8888534,-122.2539709,106911.0
2742,Garber Street,053 169903000,nan,GARBER ST,nan,nan,1612,37.8606031,-122.2514408,836673.0
2241,Summer Street,060 246301200,nan,SUMMER ST,nan,nan,2232,37.8856273,-122.2655674,460455.0
15,Maybeck Twin Drive,058 224205203,nan,MAYBECK TWIN DR,nan,nan,2621,37.8832295,-122.2579705,1658170.0
1709,Oregon Street,053 167501900,nan,OREGON ST,nan,nan,2152,37.8568025,-122.2748249,156185.0
2044,Eunice Street,060 245500500,nan,EUNICE ST,nan,nan,1712,37.8854582,-122.2702269,98557.0
1404,Campus Drive,060 247901800,nan,CAMPUS DR,nan,nan,1900,37.8839509,-122.2534752,977063.0
3,Rochdale Way,063 310006302,nan,ROCHDALE WAY,nan,nan,1455,37.9039076,-122.2655348,101483.0
1042,Dwight Way,054 177900300,nan,DWIGHT WAY,nan,nan,1235,37.8606873,-122.2909457,520940.0
2126,Haste Street,055 189001702,nan,HASTE ST,nan,nan,11770,37.8647588,-122.2662782,1372720.0
1113,Derby Street,054 178600900,nan,DERBY ST,nan,nan,2997,37.857918,-122.2877933,1465021.0
1108,Woodside Road,063 315004400,nan,WOODSIDE RD,nan,nan,1453,37.892685,-122.2534332,101928.0
2422,Stuart Street,053 169200600,nan,STUART ST,nan,nan,3371,37.8594774,-122.2580646,1056971.0
1214,Ashby Avenue,053 162704000,nan,ASHBY AVE,A,nan,907,37.8521008,-122.2858109,133448.0
1001,Euclid Avenue,063 297504000,nan,EUCLID AVE,nan,nan,1354,37.8919748,-122.2646437,991775.0
1015,Sierra Street,061 261703500,nan,SIERRA ST,nan,nan,1473,37.8884273,-122.2802609,168617.0
1420,Curtis Street,060 239202700,nan,CURTIS ST,nan,nan,1333,37.8783398,-122.2914365,475473.0
2117,Spaulding Avenue,056 200203300,nan,SPAULDING AVE,nan,nan,1484,37.8690518,-122.280492,654726.0
2738,Sacramento Street,054 173501300,nan,SACRAMENTO ST,nan,nan,2197,37.8579699,-122.2803081,1185144.0
2915,Garber Street,054 170202801,nan,GARBER ST,nan,nan,3377,37.8610755,-122.248338,773259.0
1345,Milvia Street,060 245300900,nan,MILVIA ST,nan,nan,3047,37.8819231,-122.271683,1167362.0
3140,Eton Avenue,052 156311100,nan,ETON AVE,nan,nan,1994,37.8524283,-122.2503491,1906535.0
2407,Fourth Street,056 194402504,nan,FOURTH ST,nan,nan,8681,37.860943,-122.2974224,2187259.0
2250,Carleton Street,055 182700100,nan,CARLETON ST,nan,nan,1663,37.8616437,-122.2625938,79781.0
2910,Shasta Road,063 299200200,nan,SHASTA RD,nan,nan,2745,37.8886625,-122.2539647,165266.0
1129,Channing Way,056 192700700,nan,CHANNING WAY,nan,nan,1174,37.8632281,-122.2888177,45981.0
1223,Oxford Street,060 246611400,nan,OXFORD ST,2,nan,1232,37.8850751,-122.2673568,269318.0
1730,Stuart Street,053 167503203,nan,STUART ST,nan,nan,7084,37.8573818,-122.2739253,530641.0
3005,Harper Street,053 160103000,nan,HARPER ST,nan,nan,2527,37.8539197,-122.2719082,618840.0
1730,La Loma Avenue,058 220500500,nan,LA LOMA AVE,nan,nan,13172,37.8770203,-122.2574976,530763.0
923,Euclid Avenue,063 297104100,nan,EUCLID AVE,nan,nan,2368,37.8944044,-122.2634914,1465021.0
2702,Mabel Street,054 174001000,nan,MABEL ST,nan,nan,1067,37.8579807,-122.2849475,39638.0
1226,Stannage Avenue,060 240601200,nan,STANNAGE AVE,nan,nan,960,37.8815978,-122.2944872,491298.0
1721,Berkeley Way,057 206203800,nan,BERKELEY WAY,7,nan,1140,37.8722337,-122.2767937,399707.0
2024,Shattuck Avenue,057 202500502,nan,SHATTUCK AVE,nan,nan,12042,37.871489,-122.26852,1907924.0
1047,Monterey Avenue,061 260801900,nan,MONTEREY AVE,nan,nan,1578,37.8867791,-122.2788448,459565.0
826,Mendocino Avenue,061 257602800,nan,MENDOCINO AVE,nan,nan,2995,37.8926542,-122.2757283,1874693.0
1912,Woolsey Street,052 155202400,nan,WOOLSEY ST,nan,nan,5384,37.8517279,-122.2693235,376548.0
1543,Walnut Street,059 225901700,nan,WALNUT ST,nan,nan,785,37.8788336,-122.2678696,170197.0
1629,Cedar Street,059 227802500,nan,CEDAR ST,nan,nan,1026,37.8773053,-122.2792363,208900.0
2314,Dwight Way,055 183102400,nan,DWIGHT WAY,nan,nan,5776,37.8643862,-122.2623661,766857.0
1239,Ordway Street,060 242702100,nan,ORDWAY ST,nan,nan,788,37.8809663,-122.2863493,255310.0
1733,Ninth Street,058 212602300,nan,NINTH ST,nan,nan,1654,37.8718632,-122.2951778,160475.0
2917,Ellis Street,053 160302900,nan,ELLIS ST,nan,nan,1762,37.8552126,-122.273084,1156286.0
651,The Alameda,062 290001101,nan,THE ALAMEDA,nan,nan,3066,37.8960133,-122.2805705,1082975.0
1305,Santa Fe Avenue,060 239208800,nan,SANTA FE AVE,nan,nan,1092,37.8811904,-122.2907987,464143.0
1753,Tacoma Avenue,062 288600900,nan,TACOMA AVE,nan,nan,2332,37.8928767,-122.2815029,1002240.0
3030,Stanton Street,053 161501000,nan,STANTON ST,nan,nan,1271,37.8522098,-122.2796254,117356.0
1860,San Juan Avenue,062 289701902,nan,SAN JUAN AVE,nan,nan,2668,37.8976555,-122.2791124,502457.0
2639,Etna Street,055 184902002,nan,ETNA ST,nan,nan,738,37.8625235,-122.2522607,762775.0
88,The Plaza Drive,064 424500900,nan,THE PLAZA DR,nan,nan,2713,37.8549008,-122.2427498,1641824.0
1202,Talbot Avenue,060 240800300,nan,TALBOT AVE,nan,nan,1664,37.8827865,-122.2931136,106721.0
2331,Ward Street,054 171500800,nan,WARD ST,nan,nan,2438,37.8604668,-122.2606561,183419.0
2439,Russell Street,053 169100900,nan,RUSSELL ST,nan,nan,2583,37.8581262,-122.2576677,1087005.0
151,The Uplands,064 424403900,nan,THE UPLANDS,nan,nan,2602,37.853139,-122.2418678,2525900.0
2934,Magnolia Street,052 156508700,nan,MAGNOLIA ST,nan,nan,2759,37.8574164,-122.2492639,375246.0
1544,Oxford Street,059 225901100,nan,OXFORD ST,nan,nan,2798,37.8789794,-122.2671821,371624.0
1236,Allston Way,056 198800400,nan,ALLSTON WAY,nan,nan,1279,37.8666974,-122.2873576,568101.0
2905,Pine Avenue,052 156504200,nan,PINE AVE,nan,nan,4008,37.8585063,-122.2482151,169185.0
2129,Ashby Avenue,053 158801300,nan,ASHBY AVE,nan,nan,2116,37.8556701,-122.2651883,191680.0
2012,Del Norte Street,061 256301803,nan,DEL NORTE ST,nan,nan,3278,37.889021,-122.2718967,473751.0
1216,Masonic Avenue,060 240903500,nan,MASONIC AVE,nan,nan,1156,37.8826332,-122.2912856,48472.0
2508,Parker Street,055 184100200,nan,PARKER ST,nan,nan,3140,37.8632327,-122.2571516,506424.0
137,Bret Harte Road,063 297603101,nan,BRET HARTE RD,nan,nan,1746,37.8901936,-122.2597051,320634.0
2312,Russell Street,052 157901700,nan,RUSSELL ST,nan,nan,1747,37.8573189,-122.260869,876544.0
1601,Berkeley Way,057 206901600,nan,BERKELEY WAY,nan,nan,1907,37.8717837,-122.2797436,413946.0
1735,Carleton Street,054 180900700,nan,CARLETON ST,nan,nan,3716,37.8605351,-122.2742755,106721.0
2036,Vine Street,059 226300200,nan,VINE ST,nan,nan,2422,37.8799726,-122.2700106,614428.0
25,Menlo Place,062 290702100,nan,MENLO PL,nan,nan,2590,37.8979275,-122.2836004,484203.0
1815,Acton Street,057 207702400,nan,ACTON ST,nan,nan,1272,37.8722468,-122.2843776,160019.0
1656,Sacramento Street,058 214502900,nan,SACRAMENTO ST,nan,nan,1710,37.8756143,-122.2829087,69764.0
2323,Spaulding Avenue,055 191303000,nan,SPAULDING AVE,nan,nan,1080,37.8651502,-122.2801111,622863.0
755,Grizzly Peak Boulevard,063 296504000,nan,GRIZZLY PEAK BLVD,nan,nan,2620,37.8988499,-122.263329,1648895.0
930,Shattuck Avenue,061 258603100,nan,SHATTUCK AVE,nan,nan,1977,37.8904943,-122.2700248,109093.0
3009,Ellis Street,053 160203000,nan,ELLIS ST,nan,nan,2597,37.8536572,-122.2729131,923176.0
729,Arlington Avenue,061 259800300,nan,ARLINGTON AVE,nan,nan,3520,37.8967081,-122.2754323,709225.0
2536,Piedmont Avenue,055 185001000,nan,PIEDMONT AVE,nan,nan,3045,37.8643459,-122.2517104,427845.0
32,Senior Avenue,060 248902500,nan,SENIOR AVE,nan,nan,1899,37.8829133,-122.2499361,1035184.0
2746,Webster Street,052 156404700,nan,WEBSTER ST,nan,nan,1296,37.8556054,-122.2507907,70670.0
1417,Spruce Street,059 225403700,nan,SPRUCE ST,B,nan,1266,37.8818768,-122.2657643,472118.0
2439,Sacramento Street,055 191402000,nan,SACRAMENTO ST,nan,nan,1120,37.862732,-122.2808933,158858.0
1512,University Avenue,056 200301804,nan,UNIVERSITY AVE,nan,nan,6901,37.870189,-122.2812342,1493812.0
1812,Chestnut Street,057 208201101,nan,CHESTNUT ST,nan,nan,1587,37.8716483,-122.288496,491438.0
1324,Talbot Avenue,060 240101000,nan,TALBOT AVE,nan,nan,1286,37.8802465,-122.2922875,493695.0
1625,Shattuck Avenue,058 217802800,nan,SHATTUCK AVE,3RD,nan,11450,37.8773818,-122.268792,3814990.0
1404,Summit Road,060 249302800,nan,SUMMIT RD,nan,nan,2528,37.8842501,-122.2470182,145644.0
1451,Blake Street,054 179601200,nan,BLAKE ST,nan,nan,2005,37.8614087,-122.2820665,574362.0
1024,Miller Avenue,063 297800800,nan,MILLER AVE,nan,nan,2664,37.8935014,-122.2599376,131075.0
989,Overlook Road,063 313004000,nan,OVERLOOK RD,nan,nan,1855,37.8953696,-122.257316,108043.0
32,Stoddard Way,063 315007400,nan,STODDARD WAY,nan,nan,1445,37.8913112,-122.2534902,449532.0
1315,Delaware Street,058 214101100,nan,DELAWARE ST,nan,nan,1067,37.872765,-122.2862896,58998.0
1384,Henry Street,060 245304400,nan,HENRY ST,nan,nan,1329,37.8823588,-122.2711226,860967.0
2758,Dohr Street,054 173801300,nan,DOHR ST,nan,nan,1198,37.856493,-122.2816677,1340757.0
1827,Blake Street,054 181400700,nan,BLAKE ST,nan,nan,3006,37.8625993,-122.27294,140203.0
1214,Oxford Street,060 246600700,nan,OXFORD ST,nan,nan,2477,37.8853491,-122.267891,240999.0
1715,Sixth Street,058 211902600,nan,SIXTH ST,nan,nan,2442,37.871825,-122.2986697,771066.0
2839,Prince Street,052 156400800,nan,PRINCE ST,nan,nan,1916,37.8553765,-122.2484626,1312355.0
1804,Russell Street,053 160300200,nan,RUSSELL ST,nan,nan,835,37.855748,-122.2730581,122010.0
582,Santa Clara Avenue,062 289601300,nan,SANTA CLARA AVE,nan,nan,2220,37.8981366,-122.2809683,1274040.0
823,Mendocino Avenue,061 257704100,nan,MENDOCINO AVE,nan,nan,2702,37.8925786,-122.2752937,998586.0
88,Codornices Road,060 246800400,nan,CODORNICES RD,nan,nan,2423,37.8841814,-122.2605257,921554.0
2101,Los Angeles Avenue,061 258703300,nan,LOS ANGELES AVE,nan,nan,3073,37.8896235,-122.2689464,1540171.0
1011,Keith Avenue,063 297404700,nan,KEITH AVE,nan,nan,2996,37.8903294,-122.2661328,1167737.0
617,Santa Rosa Avenue,062 289304100,nan,SANTA ROSA AVE,nan,nan,3113,37.8967778,-122.2823417,195054.0
1427,Stannage Avenue,060 239801100,nan,STANNAGE AVE,nan,nan,936,37.8781041,-122.2929188,70699.0
775,Colusa Avenue,062 288902200,nan,COLUSA AVE,nan,nan,1162,37.8940498,-122.2813576,423110.0
990,Euclid Avenue,063 297203200,nan,EUCLID AVE,nan,nan,3049,37.89198,-122.2652148,724905.0
1722,Dwight Way,054 180702800,nan,DWIGHT WAY,nan,nan,2311,37.8626926,-122.2755095,122726.0
1519,Oxford Street,059 225604800,nan,OXFORD ST,J,nan,1625,37.879616,-122.266788,511773.0
2139,Woolsey Street,052 155500400,nan,WOOLSEY ST,nan,nan,3075,37.8527857,-122.2644584,2071238.0
2828,Eighth Street,053 165801200,nan,EIGHTH ST,nan,nan,2500,37.8544305,-122.2913203,608172.0
713,Neilson Street,062 286903500,nan,NEILSON ST,nan,nan,1336,37.8943716,-122.2862282,858665.0
2340,West Street,056 192200800,nan,WEST ST,nan,nan,1052,37.864424,-122.2853895,278789.0
1129,Euclid Avenue,063 298801401,nan,EUCLID AVE,nan,nan,2419,37.8888793,-122.2614405,1808011.0
1600,Oxford Street,058 217900200,nan,OXFORD ST,nan,nan,1649,37.8786055,-122.2670271,965390.0
2545,California Street,054 180501900,nan,CALIFORNIA ST,nan,nan,2027,37.8610413,-122.2781639,1098994.0
1311,Milvia Street,060 245301900,nan,MILVIA ST,nan,nan,1207,37.8831216,-122.2717483,113434.0
2000,San Pablo Avenue,056 197800500,nan,SAN PABLO AVE,nan,nan,9422,37.8688419,-122.2923971,4948937.0
1413,Bonita Avenue,059 226603200,nan,BONITA AVE,nan,nan,1643,37.8811388,-122.2726737,151331.0
2806,Prince Street,052 156305200,nan,PRINCE ST,nan,nan,2142,37.8548282,-122.2500212,1184076.0
1415,Edith Street,059 227402900,nan,EDITH ST,nan,nan,1765,37.8802481,-122.2770976,520637.0
2030,Eunice Street,060 245500200,nan,EUNICE ST,nan,nan,1496,37.8853826,-122.2707276,1473700.0
1901,University Avenue,057 205901100,nan,UNIVERSITY AVE,nan,nan,7280,37.8717557,-122.2728651,1272859.0
100,Arden Road,055 186203105,nan,ARDEN RD,nan,nan,3049,37.8699345,-122.2474778,325713.0
1167,Colusa Avenue,060 243704100,nan,COLUSA AVE,nan,nan,1378,37.8847504,-122.2783249,82901.0
1644,Edith Street,058 216100500,nan,EDITH ST,nan,nan,2558,37.8760132,-122.277178,88564.0
1935,Addison Street,057 202400701,nan,ADDISON ST,nan,nan,64102,37.8708601,-122.2714424,27238575.0
527,Colusa Avenue,062 290202800,nan,COLUSA AVE,nan,nan,1487,37.8979174,-122.2852056,104235.0
1108,Bancroft Way,056 192602200,nan,BANCROFT WAY,nan,nan,1259,37.8645551,-122.290041,732731.0
1521,Oregon Street,053 167101400,nan,OREGON ST,nan,nan,1793,37.8564004,-122.2787414,700453.0
2611,Benvenue Avenue,055 184505700,nan,BENVENUE AVE,2,nan,621,37.8630861,-122.2547081,431311.0
2021,Emerson Street,053 159201100,nan,EMERSON ST,nan,nan,3748,37.8545702,-122.2681888,777271.0
116,Tunnel Road,064 423200800,nan,TUNNEL RD,nan,nan,5389,37.8552356,-122.2400359,397499.0
1911,Ninth Street,057 208902400,nan,NINTH ST,C,nan,1807,37.8695905,-122.2943424,1400000.0
1229,Curtis Street,060 241201900,nan,CURTIS ST,nan,nan,1574,37.8820448,-122.2895425,582173.0
1212,Shattuck Avenue,060 245500900,nan,SHATTUCK AVE,nan,nan,2311,37.8849072,-122.2701771,860455.0
1821,San Ramon Avenue,062 292203700,nan,SAN RAMON AVE,nan,nan,1884,37.8994239,-122.2794674,1345497.0
6451,Mystic Street,048A707501500,nan,MYSTIC ST,nan,nan,0,37.8514094,-122.2491875,0.0
1767,Euclid Avenue,058 219902900,nan,EUCLID AVE,3,nan,904,37.8766293,-122.2602197,569780.0
201,University Avenue,060 900800200,nan,UNIVERSITY AVE,H22,nan,0,37.8641448,-122.3137951,72805.0
1112,Oregon Street,053 166200200,nan,OREGON ST,nan,nan,1152,37.8547918,-122.2869433,414760.0
1211,Oregon Street,054 174205300,nan,OREGON ST,nan,nan,1667,37.8553258,-122.2860138,580828.0
2455,Prospect Street,055 185601300,nan,PROSPECT ST,nan,nan,15345,37.8662503,-122.2493499,297108.0
584,The Alameda,062 289501000,nan,THE ALAMEDA,nan,nan,2794,37.8979749,-122.2817779,1742914.0
2111,Byron Street,056 198502900,nan,BYRON ST,nan,nan,2409,37.8678696,-122.2900859,1385000.0
1301,Stannage Avenue,060 240200102,nan,STANNAGE AVE,A,nan,736,37.8807808,-122.2938044,248145.0
1304,Ordway Street,060 241603600,nan,ORDWAY ST,nan,nan,2300,37.8805019,-122.2870601,888132.0
714,Euclid Avenue,063 295602300,nan,EUCLID AVE,nan,nan,2158,37.8981746,-122.2672506,171094.0
2000,Shattuck Avenue,057 202500100,nan,SHATTUCK AVE,nan,nan,13844,37.8719552,-122.2685759,3330964.0
2934,Martin Luther King Jr Way,053 160001300,nan,M L KING JR WAY,nan,nan,1494,37.8548958,-122.2714778,429284.0
880,Ensenada Avenue,062 287100600,nan,ENSENADA AVE,nan,nan,1479,37.8916813,-122.2818564,917258.0
2320,Ward Street,054 171602600,nan,WARD ST,nan,nan,2310,37.8600135,-122.2609623,1031820.0
956,Creston Road,063 296800700,nan,CRESTON RD,nan,nan,1936,37.8962745,-122.2597947,1200960.0
2418,Dwight Way,055 183801500,nan,DWIGHT WAY,nan,nan,13914,37.8647199,-122.2598275,1874228.0
84,Menlo Place,062 289500400,nan,MENLO PL,nan,nan,1529,37.8986103,-122.2820212,86526.0
2037,Parker Street,055 182100700,nan,PARKER ST,nan,nan,7600,37.8623355,-122.2679811,4722169.0
210,El Camino Real,064 425900803,nan,EL CAMINO REAL,nan,nan,4403,37.8527436,-122.2408793,668726.0
3143,Lewiston Avenue,052 156312300,nan,LEWISTON AVE,nan,nan,2968,37.8524819,-122.251301,417105.0
958,The Alameda,061 260301700,nan,THE ALAMEDA,nan,nan,1494,37.889432,-122.2769919,74521.0
111,Southampton Avenue,061 259800600,nan,SOUTHAMPTON AVE,nan,nan,5883,37.8974625,-122.2743823,230586.0
408,Michigan Avenue,062 294300400,nan,MICHIGAN AVE,nan,nan,2184,37.9025828,-122.2741609,725577.0
1179,Spruce Street,061 255602600,nan,SPRUCE ST,nan,nan,1217,37.8866711,-122.2664237,475463.0
2421,Fourth Street,056 194402400,nan,FOURTH ST,nan,nan,4486,37.8606391,-122.2972153,634279.0
1275,Campus Drive,060 248206400,nan,CAMPUS DR,nan,nan,1423,37.8860303,-122.2546396,978621.0
1094,Keith Avenue,063 298700700,nan,KEITH AVE,nan,nan,2373,37.890302,-122.262063,354967.0
1409,Oxford Street,059 225703600,nan,OXFORD ST,4,nan,1126,37.8820144,-122.2669092,247559.0
2125,Tenth Street,056 197702400,nan,TENTH ST,B,nan,1332,37.8666561,-122.2920554,984184.0
1734,Hearst Avenue,057 206205100,nan,HEARST AVE,4,nan,886,37.8727341,-122.2759813,700000.0
3113,Harper Street,052 155001400,nan,HARPER ST,nan,nan,2862,37.8518904,-122.2716721,978966.0
1738,Milvia Street,058 216900500,nan,MILVIA ST,nan,nan,1780,37.8748413,-122.2713114,63648.0
1417,Grant Street,059 227303100,nan,GRANT ST,nan,nan,3086,37.8805476,-122.2759954,1451987.0
2319,Jefferson Avenue,055 190903000,nan,JEFFERSON AVE,nan,nan,3019,37.8655241,-122.2778783,1340000.0
1009,Keith Avenue,063 297404800,nan,KEITH AVE,nan,nan,2084,37.8903254,-122.266373,1356009.0
2821,Wallace Street,053 166302000,nan,WALLACE ST,nan,nan,1436,37.8542906,-122.2862045,375297.0
969,Cragmont Avenue,063 297205800,nan,CRAGMONT AVE,nan,nan,1727,37.8920809,-122.2657785,1316364.0
160,Poplar Street,063 296200500,nan,POPLAR ST,nan,nan,2583,37.8977189,-122.2655711,335305.0
1079,Sterling Avenue,063 297805300,nan,STERLING AVE,nan,nan,2193,37.8915137,-122.2582437,1350959.0
1731,Dwight Way,055 190602100,nan,DWIGHT WAY,nan,nan,2086,37.8631354,-122.2752362,464369.0
1370,Berkeley Way,057 207301901,nan,BERKELEY WAY,nan,nan,4984,37.8706077,-122.2850913,84034.0
538,Santa Barbara Road,062 293601000,nan,SANTA BARBARA RD,nan,nan,3053,37.9007845,-122.2755504,176087.0
479,Vassar Avenue,062 294601000,nan,VASSAR AVE,nan,nan,1759,37.902474,-122.2710571,1076781.0
635,Creston Road,063 311004800,nan,CRESTON RD,nan,nan,2507,37.9015459,-122.2654596,240367.0
1176,Keith Avenue,063 298805401,nan,KEITH AVE,nan,nan,3434,37.8877972,-122.2586097,141115.0
1607,Hopkins Street,060 243502701,nan,HOPKINS ST,nan,nan,3214,37.8822718,-122.2814225,1550000.0
1870,Capistrano Avenue,062 288503600,nan,CAPISTRANO AVE,nan,nan,2668,37.8946651,-122.2787735,808665.0
820,San Luis Road,061 258001700,nan,SAN LUIS RD,nan,nan,2188,37.8941573,-122.2709824,78371.0
2673,Hilgard Avenue,058 221001000,nan,HILGARD AVE,nan,nan,1594,37.8792015,-122.2579695,104420.0
3117,College Avenue,052 156320300,nan,COLLEGE AVE,U2,nan,946,37.8532419,-122.2524114,307157.0
2016,Grant Street,056 201100400,nan,GRANT ST,nan,nan,1606,37.8705644,-122.2754388,310236.0
1718,Dwight Way,054 180702700,nan,DWIGHT WAY,nan,nan,1686,37.8627235,-122.2756545,1465021.0
2201,Ashby Avenue,052 158101700,nan,ASHBY AVE,nan,nan,1695,37.8559205,-122.2633757,471398.0
3000,California Street,053 161200100,nan,CALIFORNIA ST,nan,nan,3231,37.8533574,-122.2770549,235361.0
2525,Piedmont Avenue,055 185102100,nan,PIEDMONT AVE,nan,nan,4216,37.8648596,-122.2512013,479466.0
1335,Allston Way,056 199402500,nan,ALLSTON WAY,nan,nan,1017,37.8672198,-122.2842941,767893.0
1483,University Avenue,057 207200400,nan,UNIVERSITY AVE,nan,nan,2460,37.8705192,-122.2827946,366296.0
371,Rugby Avenue,062 294904201,nan,RUGBY AVE,nan,nan,1896,37.9039911,-122.2740473,114179.0
1512,Virginia Street,058 215100400,nan,VIRGINIA ST,nan,nan,1061,37.874775,-122.2817937,803837.0
1345,Ward Street,054 173900400,nan,WARD ST,nan,nan,1842,37.8577397,-122.2826783,198401.0
1526,Ashby Avenue,053 161202400,nan,ASHBY AVE,nan,nan,1852,37.8532098,-122.2779793,655590.0
1408,Fairview Street,052 153701700,nan,FAIRVIEW ST,nan,nan,1294,37.8492063,-122.2793817,265774.0
2609,California Street,054 180401801,nan,CALIFORNIA ST,nan,nan,1293,37.8604052,-122.2780366,215790.0
1248,Carlotta Avenue,060 243501800,nan,CARLOTTA AVE,nan,nan,2058,37.8830435,-122.2809379,949471.0
938,Regal Road,063 297500200,nan,REGAL RD,nan,nan,1974,37.893572,-122.2638216,115292.0
